okres,year,total_voters,total_populist,business_total,private,private_foreign,private_foreign_intl,pop_density,age_dep_ratio,pop_tot,foreign_prop,uni_prop,relig,prop_agro,prop_manuf,prop_prof,tot_land,agro_land,agro_prop_land,foreign_biz_prop,turnout,total_pop,slovak,hungarian,ukrainian,czech,german,polish,austrian
Trebišov,2016,39083,0.22644116367730216,1649,1643,155,45,98.59,25.28,105797,0.3965235309129749,0.11545121255211507,0.9313390904291424,0.08370333826673244,0.11478375267225785,0.07679657950994902,1073469994,787160775,0.7332862393916154,0.0939963614311704,0.3694150117678195,105797,63846,27377,159,380,26,30,1
Trenčín,2002,65330,0.5517067197305985,1589,1568,196,171,167.03,23.19,112592,0.033323859599261096,0.21561718171887664,0.8530875657516687,0.029131204660992747,0.11281201804992289,0.14325698292111727,674823860,291918976,0.43258543940636596,0.12334801762114538,0.5802366065084553,112592,108840,196,25,1887,32,40,4
Trenčín,2010,57932,0.5032279223917696,3348,3335,378,183,168.72,18.77,113994,0.04029159429443652,0.21561718171887664,0.8530875657516687,0.029131204660992747,0.11281201804992289,0.14325698292111727,674823860,288277282,0.42718892897474015,0.11290322580645161,0.5082021860799691,113994,109401,187,44,2028,391,64,43
Trenčín,2012,58056,0.6604140829543889,3856,3843,431,193,167.97,19.25,113441,0.10339295316508146,0.21561718171887664,0.8530875657516687,0.029131204660992747,0.11281201804992289,0.14325698292111727,674816587,284179797,0.42112153505794014,0.11177385892116183,0.511772639521866,113441,101712,165,27,1204,59,48,9
Trenčín,2016,60304,0.3737728840541258,4761,4746,401,154,168.98,20.39,114116,0.0928441235234323,0.21561718171887664,0.8530875657516687,0.029131204660992747,0.11281201804992289,0.14325698292111727,674811863,279977032,0.4148964286954155,0.08422600294055871,0.5284447404395527,114116,103521,191,40,1293,259,72,45
Trnava,2002,68855,0.4968992810979595,1360,1350,139,110,171.31,22.49,126864,0.02237041241014004,0.2071244505078066,0.869756624950415,0.02088102283512925,0.11942381776561889,0.15459773323655854,741321298,534723594,0.7213115223353531,0.10220588235294117,0.5427465632488334,126864,124026,234,31,781,48,46,4
Trnava,2010,62558,0.4746794974263883,3235,3226,369,162,173.94,18.39,129212,0.031374794910689396,0.2071244505078066,0.869756624950415,0.02088102283512925,0.11942381776561889,0.15459773323655854,741325641,523140523,0.7056824883249924,0.11406491499227202,0.48415007894003653,129212,125158,249,61,917,165,119,27
Trnava,2012,65374,0.6847982378315538,3732,3724,406,175,174.05,19.19,129236,0.10430530192825527,0.2071244505078066,0.869756624950415,0.02088102283512925,0.11942381776561889,0.15459773323655854,741317002,521321377,0.7032367740029252,0.10878885316184352,0.5058497632238695,129236,115756,229,40,531,58,61,17
Trnava,2016,67747,0.40781141600366067,4752,4746,407,171,176.41,20.77,131167,0.09588539800407114,0.2071244505078066,0.869756624950415,0.02088102283512925,0.11942381776561889,0.15459773323655854,741316337,520327268,0.7018963997282041,0.08564814814814815,0.5164942401671152,131167,118590,312,60,685,175,184,54
Turčianske Teplice,2002,10048,0.5035828025477707,120,114,4,12,42.7,24.24,16739,0.03178206583427923,0.13301362948006057,0.8423591183832957,0.13089430894308943,0.12845528455284552,0.1016260162601626,392719092,152639757,0.3886741442150207,0.03333333333333333,0.600274807336161,16739,16207,19,6,91,260,8,0
Turčianske Teplice,2010,8510,0.5969447708578144,226,224,12,11,42.48,18.71,16659,0.034335794465454095,0.13301362948006057,0.8423591183832957,0.13089430894308943,0.12845528455284552,0.1016260162601626,392844292,151309127,0.3851631042662572,0.05309734513274336,0.5108349840926827,16659,16087,19,7,103,262,12,0
Turčianske Teplice,2012,8741,0.734927353849674,242,241,9,11,41.59,18.66,16306,0.06868637311419112,0.13301362948006057,0.8423591183832957,0.13089430894308943,0.12845528455284552,0.1016260162601626,392844308,151137218,0.38472548773698917,0.0371900826446281,0.5360603458849503,16306,15186,7,7,61,143,6,0
Turčianske Teplice,2016,8781,0.38412481494135065,343,341,20,9,40.91,18.28,16023,0.06172377207763835,0.13301362948006057,0.8423591183832957,0.13089430894308943,0.12845528455284552,0.1016260162601626,392860230,149820440,0.3813581232185299,0.05830903790087463,0.5480247144729451,16023,15034,7,7,81,130,12,0
Tvrdošín,2002,18772,0.4758683145109738,215,210,18,13,73.61,34.13,35309,0.010393950550851017,0.16180660298307356,0.9698568198944989,0.07408786299329859,0.14594192107222637,0.07222635889798958,478954504,209560243,0.4375368458796245,0.08372093023255814,0.5316491546064742,35309,34942,15,0,119,4,95,3
Tvrdošín,2010,16853,0.49641013469411976,435,432,41,20,75.33,26.1,36147,0.014524026890198383,0.16180660298307356,0.9698568198944989,0.07408786299329859,0.14594192107222637,0.07222635889798958,478920302,207317829,0.43288586458796646,0.09425287356321839,0.4662350955819293,36147,35622,14,6,135,10,196,2
Tvrdošín,2012,18044,0.6754045666149413,480,478,50,19,75.08,25.44,36010,0.030158289364065505,0.16180660298307356,0.9698568198944989,0.07408786299329859,0.14594192107222637,0.07222635889798958,478920302,206782375,0.43176782052559554,0.10416666666666667,0.5010830324909747,36010,34924,15,8,99,10,117,4
Tvrdošín,2016,19468,0.45212656667351553,743,740,53,32,75.22,24.85,36053,0.029012842204532263,0.16180660298307356,0.9698568198944989,0.07408786299329859,0.14594192107222637,0.07222635889798958,478920302,201328647,0.4203802723735859,0.07133243606998654,0.5399828030954428,36053,35007,17,11,110,15,209,5
Veľký Krtíš,2002,24337,0.35665858569256687,271,260,9,24,54.88,25.52,46550,0.31903329752953813,0.10912149981973321,0.9232913392739563,0.11020850257243434,0.12022745735174654,0.09233685350663418,848382044,531781573,0.6268185150321263,0.033210332103321034,0.5228141783029001,46550,31699,12711,86,253,4,12,0
Veľký Krtíš,2010,20221,0.37653924138272094,695,683,166,41,53.95,19.21,45654,0.3209138301134621,0.10912149981973321,0.9232913392739563,0.11020850257243434,0.12022745735174654,0.09233685350663418,848224258,528023231,0.6225042799943126,0.23884892086330936,0.44291847373724097,45654,31003,12353,85,295,10,28,4
Veľký Krtíš,2012,18805,0.49540015953203936,802,792,198,43,53.51,19.07,45280,0.34547261484098934,0.10912149981973321,0.9232913392739563,0.11020850257243434,0.12022745735174654,0.09233685350663418,848195086,527711965,0.6221587152651813,0.24688279301745636,0.4153047703180212,45280,29637,10842,63,175,10,15,2
Veľký Krtíš,2016,18491,0.285868801038343,1064,1059,184,37,52.29,18.94,44212,0.33233058898036727,0.10912149981973321,0.9232913392739563,0.11020850257243434,0.12022745735174654,0.09233685350663418,848182081,522981918,0.6165915664987975,0.17293233082706766,0.4182348683615308,44212,29519,10547,64,202,18,20,8
Vranov nad Topľou,2002,35364,0.49524940617577196,384,384,15,19,99.79,34.21,76839,0.08319993753172217,0.12619188946843307,0.9661614514064891,0.08530386740331491,0.15160220994475138,0.09281767955801105,769148558,404678877,0.526138770970692,0.0390625,0.4602350368953266,76839,70446,54,107,226,6,14,0
Vranov nad Topľou,2010,29816,0.6104775959216528,814,814,48,29,102.94,28.46,79313,0.08503019681515012,0.12619188946843307,0.9661614514064891,0.08530386740331491,0.15160220994475138,0.09281767955801105,769473965,402793036,0.5234654508421217,0.05896805896805897,0.3759282841400527,79313,72569,50,135,321,6,37,0
Vranov nad Topľou,2012,33110,0.6944729688915735,916,916,54,25,103.96,28.38,80046,0.15754691052644731,0.12619188946843307,0.9661614514064891,0.08530386740331491,0.15160220994475138,0.09281767955801105,769234159,402264847,0.5229419966515033,0.05895196506550218,0.4136371586337856,80046,67435,46,87,213,7,27,5
Vranov nad Topľou,2016,31433,0.350364266853307,1269,1267,44,22,104.62,27.95,80497,0.14973228815980721,0.12619188946843307,0.9661614514064891,0.08530386740331491,0.15160220994475138,0.09281767955801105,769233414,401355616,0.5217605068830252,0.03467297084318361,0.39048660198516716,80497,68444,56,116,304,12,53,6
Žarnovica,2002,15337,0.5747538632066245,120,116,10,5,64.86,25.36,27547,0.02911387809924859,0.15077427874034652,0.8979471274553241,0.06941544885177453,0.16440501043841335,0.10334029227557412,425548613,128172606,0.3011938050894317,0.08333333333333333,0.5567575416560787,27547,26745,34,72,124,9,34,3
Žarnovica,2010,13176,0.577109896782028,328,323,26,12,62.94,19.22,26712,0.0341419586702606,0.15077427874034652,0.8979471274553241,0.06941544885177453,0.16440501043841335,0.10334029227557412,425337434,127042243,0.2986857794416468,0.07926829268292683,0.49326145552560646,26712,25800,33,112,133,14,44,6
Žarnovica,2012,13093,0.7151149469182005,358,353,28,10,63.41,19.24,26915,0.09816087683447894,0.15077427874034652,0.8979471274553241,0.06941544885177453,0.16440501043841335,0.10334029227557412,425337434,126939274,0.29844369165023926,0.0782122905027933,0.48645736578116294,26915,24273,34,59,77,10,38,1
Žarnovica,2016,13017,0.4059307059998464,557,553,28,12,62.33,18.86,26452,0.08846212006653564,0.15077427874034652,0.8979471274553241,0.06941544885177453,0.16440501043841335,0.10334029227557412,425087708,125670965,0.2956353774407422,0.05026929982046679,0.49209889611371543,26452,24112,37,69,91,17,47,5
Žiar nad Hronom,2002,27634,0.5859448505464283,311,296,11,23,92.68,24.02,47884,0.04396040431041681,0.1592607599495768,0.8284081260742613,0.05742527653565545,0.1360320075311838,0.1400329489291598,517677752,203391273,0.39289166322913566,0.03536977491961415,0.5771029989140423,47884,45779,192,23,351,251,16,0
Žiar nad Hronom,2010,23194,0.5178925584202811,764,749,36,37,91.71,18.61,47424,0.04683282726045879,0.1592607599495768,0.8284081260742613,0.05742527653565545,0.1360320075311838,0.1400329489291598,517667235,197436601,0.38139674997974327,0.04712041884816754,0.4890772604588394,47424,45203,173,32,379,240,32,7
Žiar nad Hronom,2012,23184,0.684696342305038,854,841,45,34,92.98,18.85,48054,0.1391975694010904,0.1592607599495768,0.8284081260742613,0.05742527653565545,0.1360320075311838,0.1400329489291598,517659612,194943265,0.3765858113728988,0.05269320843091335,0.4824572356099388,48054,41365,118,35,209,211,18,0
Žiar nad Hronom,2016,23214,0.3970879641595589,1229,1217,49,39,91.42,19.22,47211,0.12518269047467756,0.1592607599495768,0.8284081260742613,0.05742527653565545,0.1360320075311838,0.1400329489291598,517659600,189947216,0.36693459563002406,0.03986981285598047,0.4917074410624643,47211,41301,121,38,231,208,25,6
Žilina,2002,88346,0.4869716795327462,2303,2283,133,154,192,25.47,156539,0.021374865049604286,0.22061818543079253,0.8810220161473363,0.026240407398238852,0.0978887435017859,0.1396541358701418,815077497,301686258,0.37013199249199735,0.057750759878419454,0.5643705402487559,156539,153193,127,51,1704,68,59,4
Žilina,2010,80051,0.5500118674345105,4836,4825,421,170,194.59,20.27,158771,0.02779474841123375,0.22061818543079253,0.8810220161473363,0.026240407398238852,0.0978887435017859,0.1396541358701418,815077497,293385218,0.3599476357522357,0.087055417700579,0.5041915715086508,158771,154358,147,63,1991,132,275,20
Žilina,2012,84337,0.7174905438893961,5469,5459,515,180,189.97,20.7,155084,0.06257254133243917,0.22061818543079253,0.8810220161473363,0.026240407398238852,0.0978887435017859,0.1396541358701418,815077497,291904201,0.35813060975722166,0.09416712378862681,0.5438149647932733,155084,145380,124,43,1223,69,97,17
Žilina,2016,85804,0.3986760523984896,8005,7993,806,203,192.15,21.83,156826,0.060417277747312315,0.22061818543079253,0.8810220161473363,0.026240407398238852,0.0978887435017859,0.1396541358701418,815077497,288594239,0.3540696928356004,0.10068707058088694,0.5471286648897504,156826,147351,144,58,1495,128,354,35
Zlaté Moravce,2002,25703,0.6080613157997121,216,209,16,16,83.38,25.22,43373,0.030341456666589828,0.15092585797803382,0.9295444664508961,0.07895584917821463,0.15758942958427327,0.10215920077344505,521176666,262432334,0.5035381495763281,0.07407407407407407,0.5926036935420653,43373,42057,474,25,230,14,23,1
Zlaté Moravce,2010,21754,0.6066010848579572,526,522,59,22,81.74,18.53,42597,0.03443904500316919,0.15092585797803382,0.9295444664508961,0.07895584917821463,0.15758942958427327,0.10215920077344505,521176585,260053211,0.49897332014637613,0.11216730038022814,0.5106932413080734,42597,41130,462,38,264,32,38,20
Zlaté Moravce,2012,22208,0.7214517291066282,610,606,55,21,79.34,18.26,41339,0.04997701927961484,0.15092585797803382,0.9295444664508961,0.07895584917821463,0.15758942958427327,0.10215920077344505,521176585,258364329,0.49573280234759587,0.09016393442622951,0.5372166719078836,41339,39273,422,30,171,11,20,5
Zlaté Moravce,2016,21722,0.3669551606666053,839,837,39,27,78.45,18.68,40797,0.04689070274775109,0.15092585797803382,0.9295444664508961,0.07895584917821463,0.15758942958427327,0.10215920077344505,521176713,258049012,0.4951276708328294,0.04648390941597139,0.532441110865995,40797,38884,424,46,202,20,36,14
Zvolen,2002,39367,0.5107069372824955,875,854,39,75,89.17,22.76,67697,0.03948476298802017,0.2311219718224877,0.7818376594235419,0.03664866009956572,0.08886770469229954,0.15517424001694735,759025877,286422114,0.37735487376539073,0.044571428571428574,0.5815176447996219,67697,65024,281,33,751,14,46,1
Zvolen,2010,33622,0.46127535542204506,1857,1839,111,89,88.98,18.54,67549,0.04555211772195,0.2311219718224877,0.7818376594235419,0.03664866009956572,0.08886770469229954,0.15517424001694735,759037017,283345582,0.3732961313532354,0.05977382875605816,0.4977423796059157,67549,64472,290,65,801,39,59,4
Zvolen,2012,33688,0.647322488720019,2088,2072,124,95,90.97,18.74,68994,0.13931646230106964,0.2311219718224877,0.7818376594235419,0.03664866009956572,0.08886770469229954,0.15517424001694735,759037017,281578221,0.37096770604535617,0.05938697318007663,0.48827434269646636,68994,59382,220,70,465,30,57,6
Zvolen,2016,34434,0.3698669919265842,2554,2542,151,83,90.82,19.34,68930,0.12968228637748436,0.2311219718224877,0.7818376594235419,0.03664866009956572,0.08886770469229954,0.15517424001694735,759006559,276812052,0.3647031092388755,0.0591229444009397,0.4995502683882199,68930,59991,249,79,538,60,65,11
