nuts3;year;pop_tot
BG343;2020;117335
BG343;2021;116486
BG343;2022;114361
BG344;2014;328104
BG344;2015;325963
BG344;2016;323685
BG344;2017;321377
BG344;2018;319067
BG344;2019;316356
BG344;2020;313396
BG344;2021;311400
BG344;2022;307140
BG4;2014;3581237
BG4;2015;3571048
BG4;2016;3557401
BG4;2017;3541408
BG4;2018;3525826
BG4;2019;3512453
BG4;2020;3500890
BG4;2021;3489062
BG4;2022;3461638
BG41;2014;2127618
BG41;2015;2125212
BG41;2016;2121185
BG41;2017;2115344
BG41;2018;2108394
BG41;2019;2102205
BG41;2020;2094260
BG41;2021;2085071
BG41;2022;2070760
BG411;2014;1309634
BG411;2015;1316557
BG411;2016;1319804
BG411;2017;1323637
BG411;2018;1325429
BG411;2019;1328120
BG411;2020;1328790
BG411;2021;1308412
BG411;2022;1307439
BG412;2014;240877
BG412;2015;238061
BG412;2016;237080
BG412;2017;234185
BG412;2018;231563
BG412;2019;229041
BG412;2020;226671
BG412;2021;238476
BG412;2022;233607
BG413;2014;318110
BG413;2015;315577
BG413;2016;312831
BG413;2017;310321
BG413;2018;307882
BG413;2019;305123
BG413;2020;302694
BG413;2021;301138
BG413;2022;298251
BG414;2014;128696
BG414;2015;127048
BG414;2016;125456
BG414;2017;123770
BG414;2018;122421
BG414;2019;120880
BG414;2020;119190
BG414;2021;120426
BG414;2022;118023
BG415;2014;130301
BG415;2015;127969
BG415;2016;126014
BG415;2017;123431
BG415;2018;121099
BG415;2019;119041
BG415;2020;116915
BG415;2021;116619
BG415;2022;113440
BG42;2014;1453619
BG42;2015;1445836
BG42;2016;1436216
BG42;2017;1426064
BG42;2018;1417432
BG42;2019;1410248
BG42;2020;1406630
BG42;2021;1403991
BG42;2022;1390878
BG421;2014;678197
BG421;2015;675586
BG421;2016;673283
BG421;2017;671573
BG421;2018;669796
BG421;2019;668334
BG421;2020;666801
BG421;2021;666398
BG421;2022;662907
BG422;2014;239312
BG422;2015;237664
BG422;2016;236383
BG422;2017;233415
BG422;2018;231276
BG422;2019;228141
BG422;2020;225317
BG422;2021;223625
BG422;2022;220269
BG423;2014;269287
BG423;2015;266549
BG423;2016;263630
BG423;2017;260814
BG423;2018;257965
BG423;2019;255479
BG423;2020;252776
BG423;2021;251300
BG423;2022;247360
BG424;2014;116218
BG424;2015;113984
BG424;2016;111601
BG424;2017;109425
BG424;2018;107282
BG424;2019;105421
BG424;2020;103532
BG424;2021;101887
BG424;2022;99318
BG425;2014;150605
BG425;2015;152053
BG425;2016;151319
BG425;2017;150837
BG425;2018;151113
BG425;2019;152873
BG425;2020;158204
BG425;2021;160781
BG425;2022;161024
CH;2014;8139631
CH;2015;8237666
CH;2016;8327126
CH;2017;8419550
CH;2018;8484130
CH;2019;8544527
CH;2020;8606033
CH;2021;8670300
CH;2022;8738791
CH0;2014;8139631
CH0;2015;8237666
CH0;2016;8327126
CH0;2017;8419550
CH0;2018;8484130
CH0;2019;8544527
CH0;2020;8606033
CH0;2021;8670300
CH0;2022;8738791
CH01;2014;1545817
CH01;2015;1570594
CH01;2016;1593839
CH01;2017;1613522
CH01;2018;1629841
CH01;2019;1642580
CH01;2020;1654751
CH01;2021;1669608
CH01;2022;1685625
CH011;2014;749373
CH011;2015;761446
CH011;2016;773407
CH011;2017;784822
CH011;2018;793129
CH011;2019;799145
CH011;2020;805098
CH011;2021;814762
CH011;2022;822968
CH012;2014;327011
CH012;2015;331763
CH012;2016;335696
CH012;2017;339176
CH012;2018;341463
CH012;2019;343955
CH012;2020;345525
CH012;2021;348503
CH012;2022;353209
CH013;2014;469433
CH013;2015;477385
CH013;2016;484736
CH013;2017;489524
CH013;2018;495249
CH013;2019;499480
CH013;2020;504128
CH013;2021;506343
CH013;2022;509448
CH02;2014;1808480
CH02;2015;1826251
CH02;2016;1842251
CH02;2017;1859557
CH02;2018;1868886
CH02;2019;1877154
CH02;2020;1886584
CH02;2021;1895693
CH02;2022;1907491
CH021;2014;1001281
CH021;2015;1009418
CH021;2016;1017483
CH021;2017;1026513
CH021;2018;1031126
CH021;2019;1034977
CH021;2020;1039474
CH021;2021;1043132
CH021;2022;1047473
CH022;2014;297622
CH022;2015;303377
CH022;2016;307461
CH022;2017;311914
CH022;2018;315074
CH022;2019;318714
CH022;2020;321783
CH022;2021;325496
CH022;2022;329809
CH023;2014;261437
CH023;2015;263719
CH023;2016;266418
CH023;2017;269441
CH023;2018;271432
CH023;2019;273194
CH023;2020;275247
CH023;2021;277462
CH023;2022;280245
CH024;2014;176402
CH024;2015;177327
CH024;2016;178107
CH024;2017;178567
CH024;2018;177964
CH024;2019;176850
CH024;2020;176496
CH024;2021;175894
CH024;2022;176166
CH025;2014;71738
CH025;2015;72410
CH025;2016;72782
CH025;2017;73122
CH025;2018;73290
CH025;2019;73419
CH025;2020;73584
CH025;2021;73709
CH025;2022;73798
CH03;2014;1104353
CH03;2015;1117158
CH03;2016;1128723
CH03;2017;1142156
CH03;2018;1151919
CH03;2019;1161105
CH03;2020;1171157
CH03;2021;1181776
CH03;2022;1191939
CH031;2014;189335
CH031;2015;190580
CH031;2016;191817
CH031;2017;193070
CH031;2018;193908
CH031;2019;194766
CH031;2020;195844
CH031;2021;196735
CH031;2022;196036
CH032;2014;278656
CH032;2015;281301
CH032;2016;283231
CH032;2017;285624
CH032;2018;287023
CH032;2019;288132
CH032;2020;289468
CH032;2021;290969
CH032;2022;292817
CH033;2014;636362
CH033;2015;645277
CH033;2016;653675
CH033;2017;663462
CH033;2018;670988
CH033;2019;678207
CH033;2020;685845
CH033;2021;694072
CH033;2022;703086
CH04;2014;1425538
CH04;2015;1446354
CH04;2016;1466424
CH04;2017;1487969
CH04;2018;1504346
CH04;2019;1520968
CH04;2020;1539275
CH04;2021;1553423
CH04;2022;1564662
CH040;2014;1425538
CH040;2015;1446354
CH040;2016;1466424
CH040;2017;1487969
CH040;2018;1504346
CH040;2019;1520968
CH040;2020;1539275
CH040;2021;1553423
CH040;2022;1564662
CH05;2014;1134781
CH05;2015;1144572
CH05;2016;1153485
CH05;2017;1162684
CH05;2018;1169358
CH05;2019;1176321
CH05;2020;1183813
CH05;2021;1193069
CH05;2022;1203715
CH051;2014;39593
CH051;2015;39794
CH051;2016;40028
CH051;2017;40147
CH051;2018;40349
CH051;2019;40403
CH051;2020;40590
CH051;2021;40851
CH051;2022;41190
CH052;2014;78783
CH052;2015;79417
CH052;2016;79836
CH052;2017;80769
CH052;2018;81351
CH052;2019;81991
CH052;2020;82348
CH052;2021;83107
CH052;2022;83995
CH053;2014;53691
CH053;2015;54064
CH053;2016;54543
CH053;2017;54954
CH053;2018;55178
CH053;2019;55234
CH053;2020;55445
CH053;2021;55309
CH053;2022;55585
CH054;2014;15778
CH054;2015;15854
CH054;2016;15974
CH054;2017;16003
CH054;2018;16105
CH054;2019;16145
CH054;2020;16128
CH054;2021;16293
CH054;2022;16360
CH055;2014;491699
CH055;2015;495824
CH055;2016;499065
CH055;2017;502552
CH055;2018;504686
CH055;2019;507697
CH055;2020;510734
CH055;2021;514504
CH055;2022;519245
CH056;2014;194959
CH056;2015;195886
CH056;2016;196610
CH056;2017;197550
CH056;2018;197888
CH056;2019;198379
CH056;2020;199021
CH056;2021;200096
CH056;2022;201376
CH057;2014;260278
CH057;2015;263733
CH057;2016;267429
CH057;2017;270709
CH057;2018;273801
CH057;2019;276472
CH057;2020;279547
CH057;2021;282909
CH057;2022;285964
CH06;2014;774123
CH06;2015;782374
CH06;2016;790458
CH06;2017;799287
CH06;2018;806071
CH06;2019;813056
CH06;2020;818962
CH06;2021;825745
CH06;2022;833178
CH061;2014;390349
CH061;2015;394604
CH061;2016;398762
CH061;2017;403397
CH061;2018;406506
CH061;2019;409557
CH061;2020;413120
CH061;2021;416347
CH061;2022;420326
CH062;2014;35865
CH062;2015;36008
CH062;2016;35973
CH062;2017;36145
CH062;2018;36299
CH062;2019;36433
CH062;2020;36703
CH062;2021;36819
CH062;2022;37047
CH063;2014;151396
CH063;2015;152759
CH063;2016;154093
CH063;2017;155863
CH063;2018;157301
CH063;2019;159165
CH063;2020;160480
CH063;2021;162157
CH063;2022;163689
CH064;2014;36507
CH064;2015;36834
CH064;2016;37076
CH064;2017;37378
CH064;2018;37575
CH064;2019;37841
CH064;2020;37930
CH064;2021;38108
CH064;2022;38435
CH065;2014;41888
CH065;2015;42080
CH065;2016;42420
CH065;2017;42556
CH065;2018;42969
CH065;2019;43223
CH065;2020;43087
CH065;2021;43520
CH065;2022;43894
CH066;2014;118118
CH066;2015;120089
CH066;2016;122134
CH066;2017;123948
CH066;2018;125421
CH066;2019;126837
CH066;2020;127642
CH066;2021;128794
CH066;2022;129787
CH07;2014;346539
CH07;2015;350363
CH07;2016;351946
CH07;2017;354375
CH07;2018;353709
CH07;2019;353343
CH07;2020;351491
CH07;2021;350986
CH07;2022;352181
CH070;2014;346539
CH070;2015;350363
CH070;2016;351946
CH070;2017;354375
CH070;2018;353709
CH070;2019;353343
CH070;2020;351491
CH070;2021;350986
CH070;2022;352181
CY;2014;858000
CY;2015;847008
CY;2016;848319
CY;2017;854802
CY;2018;864236
CY;2019;875899
CY;2020;888005
CY;2021;896007
CY;2022;904705
CY0;2014;858000
CY0;2015;847008
CY0;2016;848319
CY0;2017;854802
CY0;2018;864236
CY0;2019;875899
CY0;2020;888005
CY0;2021;896007
CY0;2022;904705
CY00;2014;858000
CY00;2015;847008
CY00;2016;848319
CY00;2017;854802
CY00;2018;864236
CY00;2019;875899
CY00;2020;888005
CY00;2021;896007
CY00;2022;904705
CY000;2014;858000
CY000;2015;847008
CY000;2016;848319
CY000;2017;854802
CY000;2018;864236
CY000;2019;875899
CY000;2020;888005
CY000;2021;896007
CY000;2022;904705
CZ;2014;10512419
CZ;2015;10538275
CZ;2016;10553843
CZ;2017;10578820
CZ;2018;10610055
CZ;2019;10649800
CZ;2020;10693939
CZ;2021;10701777
CZ;2022;10516707
CZ0;2014;10512419
CZ0;2015;10538275
CZ0;2016;10553843
CZ0;2017;10578820
CZ0;2018;10610055
CZ0;2019;10649800
CZ0;2020;10693939
CZ0;2021;10701777
CZ0;2022;10516707
CZ01;2014;1243201
CZ01;2015;1259079
CZ01;2016;1267449
CZ01;2017;1280508
CZ01;2018;1294513
CZ01;2019;1308632
CZ01;2020;1324277
CZ01;2021;1335084
CZ01;2022;1275406
CZ010;2014;1243201
CZ010;2015;1259079
CZ010;2016;1267449
CZ010;2017;1280508
CZ010;2018;1294513
CZ010;2019;1308632
CZ010;2020;1324277
CZ010;2021;1335084
CZ010;2022;1275406
CZ02;2014;1302336
CZ02;2015;1315299
CZ02;2016;1326876
CZ02;2017;1338982
CZ02;2018;1352795
CZ02;2019;1369332
CZ02;2020;1385141
CZ02;2021;1397997
CZ02;2022;1386824
CZ020;2014;1302336
CZ020;2015;1315299
CZ020;2016;1326876
CZ020;2017;1338982
CZ020;2018;1352795
CZ020;2019;1369332
CZ020;2020;1385141
CZ020;2021;1397997
CZ020;2022;1386824
CZ03;2014;1210176
CZ03;2015;1212423
CZ03;2016;1214450
CZ03;2017;1217411
CZ03;2018;1221012
CZ03;2019;1226805
CZ03;2020;1233982
CZ03;2021;1234592
CZ03;2022;1215754
CZ031;2014;636707
CZ031;2015;637300
CZ031;2016;637834
CZ031;2017;638782
CZ031;2018;640196
CZ031;2019;642133
CZ031;2020;644083
CZ031;2021;643551
CZ031;2022;637047
CZ032;2014;573469
CZ032;2015;575123
CZ032;2016;576616
CZ032;2017;578629
CZ032;2018;580816
CZ032;2019;584672
CZ032;2020;589899
CZ032;2021;591041
CZ032;2022;578707
CZ04;2014;1125429
CZ04;2015;1123265
CZ04;2016;1120654
CZ04;2017;1118126
CZ04;2018;1116766
CZ04;2019;1115685
CZ04;2020;1115629
CZ04;2021;1110315
CZ04;2022;1082108
CZ041;2014;300309
CZ041;2015;299293
CZ041;2016;297828
CZ041;2017;296749
CZ041;2018;295686
CZ041;2019;294896
CZ041;2020;294664
CZ041;2021;293311
CZ041;2022;283210
CZ042;2014;825120
CZ042;2015;823972
CZ042;2016;822826
CZ042;2017;821377
CZ042;2018;821080
CZ042;2019;820789
CZ042;2020;820965
CZ042;2021;817004
CZ042;2022;798898
CZ05;2014;1506503
CZ05;2015;1506813
CZ05;2016;1507209
CZ05;2017;1508527
CZ05;2018;1510726
CZ05;2019;1513693
CZ05;2020;1517999
CZ05;2021;1516135
CZ05;2022;1494671
CZ051;2014;438609
CZ051;2015;438851
CZ051;2016;439639
CZ051;2017;440636
CZ051;2018;441300
CZ051;2019;442356
CZ051;2020;443690
CZ051;2021;442476
CZ051;2022;437570
CZ052;2014;551909
CZ052;2015;551590
CZ052;2016;551421
CZ052;2017;550804
CZ052;2018;551089
CZ052;2019;551021
CZ052;2020;551647
CZ052;2021;550803
CZ052;2022;542583
CZ053;2014;515985
CZ053;2015;516372
CZ053;2016;516149
CZ053;2017;517087
CZ053;2018;518337
CZ053;2019;520316
CZ053;2020;522662
CZ053;2021;522856
CZ053;2022;514518
CZ06;2014;1680287
CZ06;2015;1682748
CZ06;2016;1684500
CZ06;2017;1687764
CZ06;2018;1692123
CZ06;2019;1696941
CZ06;2020;1701802
CZ06;2021;1704179
CZ06;2022;1688593
CZ063;2014;510209
CZ063;2015;509895
CZ063;2016;509475
CZ063;2017;508952
CZ063;2018;508916
CZ063;2019;509274
CZ063;2020;509813
CZ063;2021;508852
CZ063;2022;504025
CZ064;2014;1170078
CZ064;2015;1172853
CZ064;2016;1175025
CZ064;2017;1178812
CZ064;2018;1183207
CZ064;2019;1187667
CZ064;2020;1191989
CZ064;2021;1195327
CZ064;2022;1184568
CZ07;2014;1222655
CZ07;2015;1220972
CZ07;2016;1219394
CZ07;2017;1217623
CZ07;2018;1216234
CZ07;2019;1215413
CZ07;2020;1214570
CZ07;2021;1210641
CZ07;2022;1195362
CZ071;2014;636356
CZ071;2015;635711
CZ071;2016;634718
CZ071;2017;633925
CZ071;2018;633178
CZ071;2019;632492
CZ071;2020;632015
CZ071;2021;630522
CZ071;2022;622930
CZ072;2014;586299
CZ072;2015;585261
CZ072;2016;584676
CZ072;2017;583698
CZ072;2018;583056
CZ072;2019;582921
CZ072;2020;582555
CZ072;2021;580119
CZ072;2022;572432
CZ08;2014;1221832
CZ08;2015;1217676
CZ08;2016;1213311
CZ08;2017;1209879
CZ08;2018;1205886
CZ08;2019;1203299
CZ08;2020;1200539
CZ08;2021;1192834
CZ08;2022;1177989
CZ080;2014;1221832
CZ080;2015;1217676
CZ080;2016;1213311
CZ080;2017;1209879
CZ080;2018;1205886
CZ080;2019;1203299
CZ080;2020;1200539
CZ080;2021;1192834
CZ080;2022;1177989
DE;2014;80767463
DE;2015;81197537
DE;2016;82175684
DE;2017;82521653
DE;2018;82792351
DE;2019;83019213
DE;2020;83166711
DE;2021;83155031
DE;2022;83237124
DE1;2014;10631278
DE1;2015;10716644
DE1;2016;10879618
DE1;2017;10951893
DE1;2018;11023425
DE1;2019;11069533
DE1;2020;11100394
DE1;2021;11103043
DE1;2022;11124642
DE11;2014;3972881
DE11;2015;4008288
DE11;2016;4069533
DE11;2017;4098278
DE11;2018;4126688
DE11;2019;4143418
DE11;2020;4154223
DE11;2021;4151094
DE11;2022;4150949
DE111;2014;604297
DE111;2015;612441
DE111;2016;623738
DE111;2017;628032
DE111;2018;632743
DE111;2019;634830
DE111;2020;635911
DE111;2021;630305
DE111;2022;626275
DE112;2014;370392
DE112;2015;374279
DE112;2016;381281
DE112;2017;385888
DE112;2018;389548
DE112;2019;391640
DE112;2020;392807
DE112;2021;392898
DE112;2022;393195
DE113;2014;512279
DE113;2015;516779
DE113;2016;524127
DE113;2017;528792
DE113;2018;532447
DE113;2019;533859
DE113;2020;535024
DE113;2021;533617
DE113;2022;533388
DE114;2014;248813
DE114;2015;250117
DE114;2016;252749
DE114;2017;254618
DE114;2018;256345
DE114;2019;257253
DE114;2020;258145
DE114;2021;258781
DE114;2022;259046
DE115;2014;521633
DE115;2015;526377
DE115;2016;534074
DE115;2017;537902
DE115;2018;542630
DE115;2019;543984
DE115;2020;545423
DE115;2021;544971
DE115;2022;544679
DE116;2014;411025
DE116;2015;414016
DE116;2016;419456
DE116;2017;422698
DE116;2018;424878
DE116;2019;426158
DE116;2020;427248
DE116;2021;427286
DE116;2022;427316
DE117;2014;118122
DE117;2015;119841
DE117;2016;122567
DE117;2017;123771
DE117;2018;125113
DE117;2019;125960
DE117;2020;126592
DE117;2021;126458
DE117;2022;125613
DE118;2014;326035
DE118;2015;329250
DE118;2016;334388
DE118;2017;337571
DE118;2018;340772
DE118;2019;343068
DE118;2020;344456
DE118;2021;346363
DE118;2022;347798
DE119;2014;107866
DE119;2015;108816
DE119;2016;110181
DE119;2017;110689
DE119;2018;111392
DE119;2019;112010
DE119;2020;112655
DE119;2021;112765
DE119;2022;113318
DE11A;2014;187682
DE11A;2015;188974
DE11A;2016;191614
DE11A;2017;192958
DE11A;2018;194203
DE11A;2019;195861
DE11A;2020;196761
DE11A;2021;197860
DE11A;2022;199398
DE11B;2014;129857
DE11B;2015;130299
DE11B;2016;132181
DE11B;2017;132274
DE11B;2018;132189
DE11B;2019;132321
DE11B;2020;132399
DE11B;2021;132684
DE11B;2022;132956
DE11C;2014;127947
DE11C;2015;128894
DE11C;2016;130527
DE11C;2017;131498
DE11C;2018;132006
DE11C;2019;132472
DE11C;2020;132777
DE11C;2021;132812
DE11C;2022;132958
DE11D;2014;306933
DE11D;2015;308205
DE11D;2016;312650
DE11D;2017;311587
DE11D;2018;312422
DE11D;2019;314002
DE11D;2020;314025
DE11D;2021;314294
DE11D;2022;315009
DE12;2014;2702831
DE12;2015;2721266
DE12;2016;2761977
DE12;2017;2779314
DE12;2018;2795783
DE12;2019;2805129
DE12;2020;2810854
DE12;2021;2807601
DE12;2022;2812482
DE121;2014;53012
DE121;2015;53342
DE121;2016;54160
DE121;2017;54307
DE121;2018;54718
DE121;2019;55123
DE121;2020;55185
DE121;2021;55449
DE121;2022;55527
DE122;2014;299103
DE122;2015;300051
DE122;2016;307755
DE122;2017;309999
DE122;2018;311919
DE122;2019;313092
DE122;2020;312060
DE122;2021;308436
DE122;2022;306502
DE123;2014;429186
DE123;2015;431315
DE123;2016;435841
DE123;2017;440337
DE123;2018;442673
DE123;2019;444232
DE123;2020;445101
DE123;2021;446852
DE123;2022;448487
DE124;2014;223311
DE124;2015;224687
DE124;2016;227474
DE124;2017;228907
DE124;2018;230216
DE124;2019;231018
DE124;2020;231420
DE124;2021;232091
DE124;2022;232296
DE125;2014;152113
DE125;2015;154715
DE125;2016;156267
DE125;2017;159914
DE125;2018;160601
DE125;2019;160355
DE125;2020;161485
DE125;2021;158741
DE125;2022;159245
DE126;2014;296690
DE126;2015;299844
DE126;2016;305780
DE126;2017;304781
DE126;2018;307997
DE126;2019;309370
DE126;2020;310658
DE126;2021;309721
DE126;2022;311831
DE127;2014;141584
DE127;2015;141651
DE127;2016;142936
DE127;2017;143278
DE127;2018;143376
DE127;2019;143535
DE127;2020;143633
DE127;2021;143797
DE127;2022;143929
DE128;2014;531013
DE128;2015;534729
DE128;2016;541859
DE128;2017;544400
DE128;2018;546745
DE128;2019;547625
DE128;2020;548355
DE128;2021;548233
DE128;2022;549030
DE129;2014;117754
DE129;2015;119291
DE129;2016;122247
DE129;2017;123493
DE129;2018;124289
DE129;2019;125542
DE129;2020;125957
DE129;2021;126016
DE129;2022;125529
DE12A;2014;151461
DE12A;2015;152766
DE12A;2016;155359
DE12A;2017;155960
DE12A;2018;157424
DE12A;2019;158397
DE12A;2020;159201
DE12A;2021;160149
DE12A;2022;160686
DE12B;2014;192811
DE12B;2015;193728
DE12B;2016;196066
DE12B;2017;197246
DE12B;2018;198369
DE12B;2019;198905
DE12B;2020;199556
DE12B;2021;199752
DE12B;2022;200237
DE12C;2014;114793
DE12C;2015;115147
DE12C;2016;116233
DE12C;2017;116692
DE12C;2018;117456
DE12C;2019;117935
DE12C;2020;118243
DE12C;2021;118364
DE12C;2022;119183
DE13;2014;2174500
DE13;2015;2191622
DE13;2016;2224535
DE13;2017;2239734
DE13;2018;2254674
DE13;2019;2264469
DE13;2020;2271351
DE13;2021;2276924
DE13;2022;2285156
DE131;2014;220286
DE131;2015;222203
DE131;2016;226393
DE131;2017;227590
DE131;2018;229636
DE131;2019;230241
DE131;2020;231195
DE131;2021;230940
DE131;2022;231848
DE132;2014;250137
DE132;2015;252749
DE132;2016;257343
DE132;2017;260416
DE132;2018;262405
DE132;2019;262795
DE132;2020;263601
DE132;2021;264867
DE132;2022;265792
DE133;2014;158177
DE133;2015;159708
DE133;2016;162082
DE133;2017;163251
DE133;2018;164712
DE133;2019;165383
DE133;2020;166408
DE133;2021;166862
DE133;2022;167945
DE134;2014;412678
DE134;2015;415639
DE134;2016;420106
DE134;2017;423359
DE134;2018;425932
DE134;2019;429479
DE134;2020;430953
DE134;2021;432580
DE134;2022;434535
DE135;2014;135319
DE135;2015;135912
DE135;2016;137500
DE135;2017;138327
DE135;2018;138858
DE135;2019;139455
DE135;2020;139878
DE135;2021;140166
DE135;2022;140446
DE136;2014;205090
DE136;2015;206116
DE136;2016;209648
DE136;2017;210084
DE136;2018;211207
DE136;2019;212381
DE136;2020;212506
DE136;2021;212872
DE136;2022;213385
DE137;2014;133198
DE137;2015;134607
DE137;2016;136606
DE137;2017;138119
DE137;2018;139397
DE137;2019;140152
DE137;2020;140766
DE137;2021;141682
DE137;2022;142414
DE138;2014;273407
DE138;2015;275785
DE138;2016;280288
DE138;2017;282191
DE138;2018;284015
