nuts3;year;pop_density
AT313;2016;79.0
AT313;2017;79.2
AT313;2018;79.4
AT313;2019;79.7
AT313;2020;79.7
AT313;2021;80.0
AT313;2022;80.3
AT314;1990;64.4
AT314;1991;65.1
AT314;1992;66.0
AT314;1993;66.7
AT314;1994;67.1
AT314;1995;67.4
AT314;1996;67.6
AT314;1997;67.7
AT314;1998;67.9
AT314;1999;68.1
AT314;2000;68.3
AT314;2001;68.7
AT314;2002;68.8
AT314;2003;68.8
AT314;2004;69.0
AT314;2005;69.1
AT314;2006;69.2
AT314;2007;69.1
AT314;2008;69.1
AT314;2009;69.0
AT314;2010;69.0
AT314;2011;68.8
AT314;2012;68.7
AT314;2013;68.7
AT314;2014;68.9
AT314;2015;69.4
AT314;2016;69.8
AT314;2017;70.1
AT314;2018;70.2
AT314;2019;70.3
AT314;2020;70.3
AT314;2021;70.4
AT314;2022;70.6
AT315;1990;88.4
AT315;1991;89.6
AT315;1992;90.9
AT315;1993;91.9
AT315;1994;92.5
AT315;1995;92.8
AT315;1996;93.0
AT315;1997;93.3
AT315;1998;93.5
AT315;1999;93.8
AT315;2000;94.1
AT315;2001;94.5
AT315;2002;94.7
AT315;2003;94.9
AT315;2004;95.2
AT315;2005;95.6
AT315;2006;95.9
AT315;2007;95.9
AT315;2008;96.0
AT315;2009;96.0
AT315;2010;96.0
AT315;2011;96.0
AT315;2012;96.2
AT315;2013;96.5
AT315;2014;97.0
AT315;2015;97.8
AT315;2016;98.6
AT315;2017;98.9
AT315;2018;99.3
AT315;2019;99.8
AT315;2020;99.8
AT315;2021;100.3
AT315;2022;100.8
AT32;1990;67.5
AT32;1991;68.7
AT32;1992;70.0
AT32;1993;71.1
AT32;1994;71.6
AT32;1995;72.0
AT32;1996;72.2
AT32;1997;72.4
AT32;1998;72.5
AT32;1999;72.6
AT32;2000;72.9
AT32;2001;73.2
AT32;2002;73.3
AT32;2003;73.5
AT32;2004;73.9
AT32;2005;74.2
AT32;2006;74.5
AT32;2007;74.6
AT32;2008;74.6
AT32;2009;74.7
AT32;2010;74.8
AT32;2011;75.0
AT32;2012;75.3
AT32;2013;75.6
AT32;2014;76.1
AT32;2015;76.9
AT32;2016;77.7
AT32;2017;78.1
AT32;2018;78.5
AT32;2019;78.9
AT32;2020;78.9
AT32;2021;79.3
AT32;2022;79.6
AT321;1990;20.2
AT321;1991;20.4
AT321;1992;20.7
AT321;1993;21.0
AT321;1994;21.1
AT321;1995;21.1
AT321;1996;21.1
AT321;1997;21.1
AT321;1998;21.1
AT321;1999;21.0
AT321;2000;21.0
AT321;2001;21.1
AT321;2002;21.0
AT321;2003;20.9
AT321;2004;20.9
AT321;2005;20.9
AT321;2006;20.8
AT321;2007;20.8
AT321;2008;20.7
AT321;2009;20.7
AT321;2010;20.7
AT321;2011;20.6
AT321;2012;20.5
AT321;2013;20.4
AT321;2014;20.3
AT321;2015;20.3
AT321;2016;20.3
AT321;2017;20.2
AT321;2018;20.1
AT321;2019;20.0
AT321;2020;20.0
AT321;2021;19.9
AT321;2022;19.9
AT322;1990;33.8
AT322;1991;34.4
AT322;1992;35.1
AT322;1993;35.7
AT322;1994;36.0
AT322;1995;36.3
AT322;1996;36.4
AT322;1997;36.6
AT322;1998;36.7
AT322;1999;36.8
AT322;2000;37.0
AT322;2001;37.2
AT322;2002;37.2
AT322;2003;37.2
AT322;2004;37.3
AT322;2005;37.4
AT322;2006;37.5
AT322;2007;37.4
AT322;2008;37.3
AT322;2009;37.3
AT322;2010;37.3
AT322;2011;37.3
AT322;2012;37.4
AT322;2013;37.5
AT322;2014;37.7
AT322;2015;37.9
AT322;2016;38.2
AT322;2017;38.4
AT322;2018;38.5
AT322;2019;38.7
AT322;2020;38.7
AT322;2021;38.8
AT322;2022;39.0
AT323;1990;183.6
AT323;1991;187.1
AT323;1992;190.4
AT323;1993;193.1
AT323;1994;194.5
AT323;1995;195.2
AT323;1996;195.7
AT323;1997;196.0
AT323;1998;196.0
AT323;1999;196.3
AT323;2000;196.6
AT323;2001;197.5
AT323;2002;198.0
AT323;2003;198.7
AT323;2004;200.0
AT323;2005;201.3
AT323;2006;202.4
AT323;2007;202.9
AT323;2008;203.2
AT323;2009;203.7
AT323;2010;204.1
AT323;2011;204.9
AT323;2012;205.9
AT323;2013;207.1
AT323;2014;208.8
AT323;2015;211.4
AT323;2016;213.9
AT323;2017;215.6
AT323;2018;216.9
AT323;2019;218.2
AT323;2020;218.2
AT323;2021;219.4
AT323;2022;220.3
AT33;1990;49.6
AT33;1991;50.2
AT33;1992;50.8
AT33;1993;51.3
AT33;1994;51.7
AT33;1995;52.0
AT33;1996;52.3
AT33;1997;52.6
AT33;1998;52.9
AT33;1999;53.1
AT33;2000;53.4
AT33;2001;53.8
AT33;2002;54.1
AT33;2003;54.4
AT33;2004;54.8
AT33;2005;55.2
AT33;2006;55.5
AT33;2007;55.7
AT33;2008;56.0
AT33;2009;56.2
AT33;2010;56.4
AT33;2011;56.7
AT33;2012;57.0
AT33;2013;57.5
AT33;2014;58.0
AT33;2015;58.7
AT33;2016;59.3
AT33;2017;59.8
AT33;2018;60.2
AT33;2019;60.4
AT33;2020;60.4
AT33;2021;60.7
AT33;2022;60.9
AT331;1990;23.7
AT331;1991;23.9
AT331;1992;24.3
AT331;1993;24.6
AT331;1994;24.8
AT331;1995;25.0
AT331;1996;25.2
AT331;1997;25.4
AT331;1998;25.5
AT331;1999;25.7
AT331;2000;25.8
AT331;2001;26.0
AT331;2002;26.1
AT331;2003;26.1
AT331;2004;26.2
AT331;2005;26.2
AT331;2006;26.2
AT331;2007;26.2
AT331;2008;26.2
AT331;2009;26.1
AT331;2010;26.1
AT331;2011;26.1
AT331;2012;26.1
AT331;2013;26.1
AT331;2014;26.1
AT331;2015;26.3
AT331;2016;26.6
AT331;2017;26.8
AT331;2018;26.9
AT331;2019;27.0
AT331;2020;27.0
AT331;2021;27.1
AT331;2022;27.3
AT332;1990;123.1
AT332;1991;124.4
AT332;1992;125.6
AT332;1993;126.5
AT332;1994;127.1
AT332;1995;127.1
AT332;1996;127.4
AT332;1997;127.8
AT332;1998;128.0
AT332;1999;128.2
AT332;2000;128.5
AT332;2001;128.6
AT332;2002;129.2
AT332;2003;129.9
AT332;2004;131.0
AT332;2005;132.3
AT332;2006;133.4
AT332;2007;134.1
AT332;2008;134.8
AT332;2009;135.6
AT332;2010;136.4
AT332;2011;137.4
AT332;2012;138.8
AT332;2013;140.6
AT332;2014;142.7
AT332;2015;145.3
AT332;2016;147.6
AT332;2017;148.8
AT332;2018;149.5
AT332;2019;150.0
AT332;2020;150.0
AT332;2021;150.4
AT332;2022;150.6
AT333;1990;23.8
AT333;1991;24.0
AT333;1992;24.2
AT333;1993;24.4
AT333;1994;24.5
AT333;1995;24.6
AT333;1996;24.7
AT333;1997;24.8
AT333;1998;24.9
AT333;1999;24.9
AT333;2000;25.0
AT333;2001;25.1
AT333;2002;25.1
AT333;2003;25.0
AT333;2004;25.1
AT333;2005;25.1
AT333;2006;25.2
AT333;2007;25.1
AT333;2008;25.0
AT333;2009;24.8
AT333;2010;24.7
AT333;2011;24.6
AT333;2012;24.5
AT333;2013;24.5
AT333;2014;24.4
AT333;2015;24.4
AT333;2016;24.4
AT333;2017;24.4
AT333;2018;24.3
AT333;2019;24.3
AT333;2020;24.3
AT333;2021;24.3
AT333;2022;24.3
AT334;1990;25.9
AT334;1991;26.3
AT334;1992;26.7
AT334;1993;27.0
AT334;1994;27.3
AT334;1995;27.6
AT334;1996;27.8
AT334;1997;28.0
AT334;1998;28.3
AT334;1999;28.5
AT334;2000;28.7
AT334;2001;29.2
AT334;2002;29.5
AT334;2003;29.8
AT334;2004;30.0
AT334;2005;30.2
AT334;2006;30.3
AT334;2007;30.3
AT334;2008;30.5
AT334;2009;30.6
AT334;2010;30.7
AT334;2011;30.8
AT334;2012;30.7
AT334;2013;30.7
AT334;2014;30.8
AT334;2015;31.0
AT334;2016;31.2
AT334;2017;31.5
AT334;2018;31.7
AT334;2019;31.8
AT334;2020;31.8
AT334;2021;32.0
AT334;2022;32.1
AT335;1990;51.8
AT335;1991;52.5
AT335;1992;53.3
AT335;1993;54.1
AT335;1994;54.6
AT335;1995;55.1
AT335;1996;55.6
AT335;1997;56.1
AT335;1998;56.5
AT335;1999;57.0
AT335;2000;57.4
AT335;2001;57.9
AT335;2002;58.4
AT335;2003;58.8
AT335;2004;59.2
AT335;2005;59.7
AT335;2006;60.1
AT335;2007;60.3
AT335;2008;60.7
AT335;2009;61.0
AT335;2010;61.2
AT335;2011;61.6
AT335;2012;61.9
AT335;2013;62.4
AT335;2014;62.9
AT335;2015;63.5
AT335;2016;64.2
AT335;2017;64.8
AT335;2018;65.4
AT335;2019;65.8
AT335;2020;65.8
AT335;2021;66.1
AT335;2022;66.6
AT34;1990;128.9
AT34;1991;131.0
AT34;1992;132.7
AT34;1993;133.7
AT34;1994;134.4
AT34;1995;135.0
AT34;1996;135.4
AT34;1997;135.9
AT34;1998;136.4
AT34;1999;137.1
AT34;2000;137.7
AT34;2001;138.6
AT34;2002;139.5
AT34;2003;140.3
AT34;2004;141.4
AT34;2005;142.6
AT34;2006;143.4
AT34;2007;144.0
AT34;2008;144.6
AT34;2009;145.1
AT34;2010;145.6
AT34;2011;146.1
AT34;2012;146.7
AT34;2013;147.6
AT34;2014;148.8
AT34;2015;150.5
AT34;2016;152.5
AT34;2017;154.0
AT34;2018;155.2
AT34;2019;156.3
AT34;2020;156.3
AT34;2021;157.3
AT34;2022;158.2
AT341;1990;43.6
AT341;1991;44.3
AT341;1992;44.9
AT341;1993;45.2
AT341;1994;45.4
AT341;1995;45.5
AT341;1996;45.7
AT341;1997;45.8
AT341;1998;46.0
AT341;1999;46.2
AT341;2000;46.4
AT341;2001;46.8
AT341;2002;47.0
AT341;2003;47.2
AT341;2004;47.5
AT341;2005;47.7
AT341;2006;47.8
AT341;2007;47.7
AT341;2008;47.7
AT341;2009;47.6
AT341;2010;47.5
AT341;2011;47.4
AT341;2012;47.4
AT341;2013;47.4
AT341;2014;47.6
AT341;2015;48.1
AT341;2016;48.8
AT341;2017;49.1
AT341;2018;49.4
AT341;2019;49.7
AT341;2020;49.7
AT341;2021;49.9
AT341;2022;50.1
AT342;1990;362.2
AT342;1991;368.2
AT342;1992;373.0
AT342;1993;375.8
AT342;1994;377.9
AT342;1995;379.6
AT342;1996;380.5
AT342;1997;381.9
AT342;1998;383.5
AT342;1999;385.4
AT342;2000;387.4
AT342;2001;389.4
AT342;2002;392.1
AT342;2003;394.9
AT342;2004;398.1
AT342;2005;401.7
AT342;2006;404.5
AT342;2007;407.0
AT342;2008;408.6
AT342;2009;410.7
AT342;2010;412.6
AT342;2011;414.7
AT342;2012;417.6
AT342;2013;420.7
AT342;2014;424.5
AT342;2015;429.6
AT342;2016;435.4
AT342;2017;439.9
AT342;2018;444.5
AT342;2019;447.8
AT342;2020;447.8
AT342;2021;450.9
AT342;2022;453.5
BE;1990;328.7
BE;1991;329.9
BE;1992;331.2
BE;1993;332.5
BE;1994;333.5
BE;1995;334.2
BE;1996;334.9
BE;1997;335.7
BE;1998;336.4
BE;1999;336.8
BE;2000;338.0
BE;2001;339.2
BE;2002;340.7
BE;2003;342.1
BE;2004;343.6
BE;2005;345.5
BE;2006;347.8
BE;2007;350.4
BE;2008;353.1
BE;2009;356.0
BE;2010;359.5
BE;2011;364.3
BE;2012;366.3
BE;2013;368.0
BE;2014;369.6
BE;2015;371.8
BE;2016;373.7
BE;2017;373.6
BE;2018;375.3
BE;2019;377.3
BE;2020;377.3
BE;2021;378.9
BE;2022;380.5
BE1;1990;5977.4
BE1;1991;5936.5
BE1;1992;5905.6
BE1;1993;5898.8
BE1;1994;5902.5
BE1;1995;5899.7
BE1;1996;5896.6
BE1;1997;5912.3
BE1;1998;5927.9
BE1;1999;5928.3
BE1;2000;5974.3
BE1;2001;6033.5
BE1;2002;6119.3
BE1;2003;6186.1
BE1;2004;6231.8
BE1;2005;6290.5
BE1;2006;6366.5
BE1;2007;6458.7
BE1;2008;6574.6
BE1;2009;6702.1
BE1;2010;6957.2
BE1;2011;7131.1
BE1;2012;7194.2
BE1;2013;7260.7
BE1;2014;7319.4
BE1;2015;7408.0
BE1;2016;7454.6
BE1;2017;7421.6
BE1;2018;7471.5
BE1;2019;7526.7
BE1;2020;7526.7
BE1;2021;7560.8
BE1;2022;7577.1
BE10;1990;5977.4
BE10;1991;5936.5
BE10;1992;5905.6
BE10;1993;5898.8
BE10;1994;5902.5
BE10;1995;5899.7
BE10;1996;5896.6
BE10;1997;5912.3
BE10;1998;5927.9
BE10;1999;5928.3
BE10;2000;5974.3
BE10;2001;6033.5
BE10;2002;6119.3
BE10;2003;6186.1
BE10;2004;6231.8
BE10;2005;6290.5
BE10;2006;6366.5
BE10;2007;6458.7
BE10;2008;6574.6
BE10;2009;6702.1
BE10;2010;6957.2
BE10;2011;7131.1
BE10;2012;7194.2
BE10;2013;7260.7
BE10;2014;7319.4
BE10;2015;7408.0
BE10;2016;7454.6
BE10;2017;7421.6
BE10;2018;7471.5
BE10;2019;7526.7
BE10;2020;7526.7
BE10;2021;7560.8
BE10;2022;7577.1
BE100;1990;5977.4
BE100;1991;5936.5
BE100;1992;5905.6
BE100;1993;5898.8
BE100;1994;5902.5
BE100;1995;5899.7
BE100;1996;5896.6
BE100;1997;5912.3
BE100;1998;5927.9
BE100;1999;5928.3
BE100;2000;5974.3
BE100;2001;6033.5
BE100;2002;6119.3
BE100;2003;6186.1
BE100;2004;6231.8
BE100;2005;6290.5
BE100;2006;6366.5
BE100;2007;6458.7
BE100;2008;6574.6
BE100;2009;6702.1
BE100;2010;6957.2
BE100;2011;7131.1
BE100;2012;7194.2
BE100;2013;7260.7
BE100;2014;7319.4
BE100;2015;7408.0
BE100;2016;7454.6
BE100;2017;7421.6
BE100;2018;7471.5
BE100;2019;7526.7
BE100;2020;7526.7
BE100;2021;7560.8
BE100;2022;7577.1
BE2;1990;430.5
BE2;1991;432.6
BE2;1992;434.7
BE2;1993;436.7
BE2;1994;438.2
BE2;1995;439.5
BE2;1996;440.7
BE2;1997;441.9
BE2;1998;442.9
BE2;1999;443.5
BE2;2000;445.0
BE2;2001;446.2
BE2;2002;447.8
BE2;2003;449.4
BE2;2004;451.2
BE2;2005;453.5
BE2;2006;456.3
BE2;2007;459.4
BE2;2008;462.8
BE2;2009;466.2
BE2;2010;468.7
BE2;2011;475.2
BE2;2012;477.6
BE2;2013;479.7
BE2;2014;481.8
BE2;2015;484.5
BE2;2016;487.2
BE2;2017;487.2
BE2;2018;489.9
BE2;2019;492.8
BE2;2020;492.8
BE2;2021;495.4
BE2;2022;498.0
BE21;1990;573.4
BE21;1991;575.8
BE21;1992;578.5
BE21;1993;581.1
BE21;1994;582.7
BE21;1995;583.8
BE21;1996;585.0
BE21;1997;586.2
BE21;1998;587.2
BE21;1999;587.7
BE21;2000;589.1
BE21;2001;590.6
BE21;2002;593.4
BE21;2003;596.3
BE21;2004;599.2
BE21;2005;602.7
BE21;2006;606.9
BE21;2007;611.8
BE21;2008;617.3
BE21;2009;622.5
BE21;2010;620.7
BE21;2011;637.4
BE21;2012;641.3
BE21;2013;644.7
BE21;2014;648.0
BE21;2015;652.0
BE21;2016;655.9
BE21;2017;657.7
BE21;2018;661.6
BE21;2019;665.8
BE21;2020;665.8
BE21;2021;669.1
BE21;2022;672.2
BE211;1990;968.9
BE211;1991;971.6
BE211;1992;975.1
BE211;1993;978.0
BE211;1994;978.6
BE211;1995;978.2
BE211;1996;978.1
BE211;1997;977.4
BE211;1998;977.1
BE211;1999;976.3
BE211;2000;976.8
BE211;2001;978.5
BE211;2002;983.3
BE211;2003;988.3
BE211;2004;992.5
BE211;2005;997.7
BE211;2006;1004.1
BE211;2007;1011.9
BE211;2008;1020.5
BE211;2009;1028.8
BE211;2010;1003.2
BE211;2011;1056.4
BE211;2012;1063.2
BE211;2013;1068.9
BE211;2014;1073.7
BE211;2015;1079.5
BE211;2016;1085.6
BE211;2017;1087.9
BE211;2018;1093.8
BE211;2019;1100.5
BE211;2020;1100.5
BE211;2021;1105.4
BE211;2022;1109.1
BE212;1990;591.9
BE212;1991;594.2
BE212;1992;596.8
BE212;1993;598.8
BE212;1994;601.2
BE212;1995;603.0
BE212;1996;604.6
BE212;1997;607.4
BE212;1998;609.7
BE212;1999;611.5
BE212;2000;613.3
BE212;2001;615.1
BE212;2002;617.3
BE212;2003;619.8
BE212;2004;622.6
BE212;2005;627.0
BE212;2006;631.7
BE212;2007;636.6
BE212;2008;642.2
BE212;2009;647.4
BE212;2010;648.3
BE212;2011;660.7
BE212;2012;664.3
BE212;2013;668.1
BE212;2014;672.1
BE212;2015;676.2
BE212;2016;681.1
BE212;2017;685.1
BE212;2018;689.5
BE212;2019;693.9
BE212;2020;693.9
BE212;2021;698.0
BE212;2022;702.0
BE213;1990;284.7
BE213;1991;286.9
BE213;1992;289.2
BE213;1993;291.6
BE213;1994;293.7
BE213;1995;295.7
BE213;1996;297.7
BE213;1997;299.6
BE213;1998;301.2
BE213;1999;302.0
BE213;2000;303.9
BE213;2001;305.2
BE213;2002;306.7
BE213;2003;308.4
BE213;2004;310.1
BE213;2005;312.2
BE213;2006;314.7
BE213;2007;317.5
BE213;2008;320.7
BE213;2009;323.7
BE213;2010;326.9
BE213;2011;329.5
BE213;2012;331.4
BE213;2013;333.1
BE213;2014;335.0
BE213;2015;337.7
BE213;2016;339.6
BE213;2017;340.4
BE213;2018;342.7
BE213;2019;345.0
BE213;2020;345.0
BE213;2021;347.0
BE213;2022;349.4
BE22;1990;312.3
BE22;1991;314.5
BE22;1992;316.9
BE22;1993;319.2
BE22;1994;321.3
BE22;1995;323.1
BE22;1996;324.8
BE22;1997;326.6
BE22;1998;328.2
BE22;1999;328.9
BE22;2000;331.2
BE22;2001;332.8
BE22;2002;334.4
BE22;2003;335.9
BE22;2004;337.5
BE22;2005;339.3
BE22;2006;341.5
BE22;2007;344.0
BE22;2008;346.7
BE22;2009;349.1
BE22;2010;352.3
BE22;2011;355.7
BE22;2012;357.4
BE22;2013;358.7
BE22;2014;360.0
BE22;2015;361.9
BE22;2016;363.6
BE22;2017;364.5
BE22;2018;365.8
BE22;2019;367.5
BE22;2020;367.5
BE22;2021;369.0
BE22;2022;370.6
BE221;1990;408.9
BE221;1991;411.0
BE221;1992;413.7
BE221;1993;416.5
BE221;1994;418.8
BE221;1995;420.6
BE221;1996;422.3
BE221;1997;424.2
BE221;1998;426.2
BE221;1999;427.0
BE221;2000;430.2
BE221;2001;432.1
BE221;2002;434.3
BE221;2003;436.5
BE221;2004;438.7
BE221;2005;441.4
BE221;2006;444.6
BE221;2007;448.4
BE221;2008;452.6
BE221;2009;456.2
BE221;2010;459.8
BE221;2011;465.1
BE221;2012;467.6
BE221;2013;469.7
BE221;2014;471.8
BE221;2015;474.9
BE221;2016;477.5
BE221;2017;478.1
BE221;2018;480.1
BE221;2019;482.6
BE221;2020;482.6
BE222;1990;230.2
BE222;1991;232.7
BE222;1992;235.2
BE222;1993;237.6
BE222;1994;239.8
BE222;1995;242.0
BE222;1996;244.1
BE222;1997;246.2
BE222;1998;247.9
BE222;1999;248.8
BE222;2000;251.1
BE222;2001;252.8
BE222;2002;254.2
BE222;2003;255.5
BE222;2004;257.0
BE222;2005;258.5
BE222;2006;260.1
BE222;2007;261.7
BE222;2008;263.6
BE222;2009;265.5
BE222;2010;268.3
BE222;2011;270.3
BE222;2012;271.6
BE222;2013;272.7
BE222;2014;273.6
BE222;2015;275.1
BE222;2016;276.5
BE222;2017;277.4
BE222;2018;278.0
BE222;2019;279.0
BE222;2020;279.0
BE223;1990;289.3
BE223;1991;291.1
BE223;1992;293.0
BE223;1993;294.6
BE223;1994;296.2
BE223;1995;297.5
BE223;1996;298.7
BE223;1997;299.9
BE223;1998;300.7
BE223;1999;301.3
BE223;2000;302.2
BE223;2001;303.2
BE223;2002;304.1
BE223;2003;304.9
BE223;2004;305.6
BE223;2005;306.7
BE223;2006;308.3
BE223;2007;310.1
BE223;2008;311.8
BE223;2009;313.4
BE223;2010;315.9
BE223;2011;318.8
BE223;2012;319.7
BE223;2013;320.3
BE223;2014;320.8
BE223;2015;321.7
BE223;2016;322.8
BE223;2017;323.6
BE223;2018;324.8
BE223;2019;326.1
BE223;2020;326.1
BE223;2021;327.4
BE223;2022;329.1
BE23;1990;452.7
BE23;1991;454.1
BE23;1992;455.6
BE23;1993;456.7
BE23;1994;457.6
BE23;1995;458.4
BE23;1996;459.4
BE23;1997;460.3
BE23;1998;461.1
BE23;1999;461.5
BE23;2000;462.5
BE23;2001;463.4
BE23;2002;464.5
BE23;2003;465.7
BE23;2004;467.4
BE23;2005;470.0
BE23;2006;473.1
BE23;2007;476.4
BE23;2008;480.1
BE23;2009;484.2
BE23;2010;486.2
BE23;2011;493.1
BE23;2012;495.4
BE23;2013;497.8
BE23;2014;500.4
BE23;2015;503.4
BE23;2016;506.7
BE23;2017;505.8
BE23;2018;508.8
BE23;2019;512.3
BE23;2020;512.3
BE23;2021;515.2
BE23;2022;518.4
BE231;1990;551.0
BE231;1991;552.1
BE231;1992;553.3
BE231;1993;554.2
BE231;1994;555.2
BE231;1995;555.9
BE231;1996;556.8
BE231;1997;557.8
BE231;1998;558.4
BE231;1999;558.7
BE231;2000;559.3
BE231;2001;559.2
BE231;2002;559.4
BE231;2003;560.2
BE231;2004;561.7
BE231;2005;564.6
BE231;2006;568.2
BE231;2007;572.2
BE231;2008;576.7
BE231;2009;581.0
BE231;2010;588.2
BE231;2011;592.9
BE231;2012;596.9
BE231;2013;600.5
BE231;2014;603.8
BE231;2015;606.8
BE231;2016;610.2
BE231;2017;609.2
BE231;2018;613.8
BE231;2019;618.6
BE231;2020;618.6
BE231;2021;623.8
BE231;2022;629.0
BE232;1990;544.7
BE232;1991;546.1
BE232;1992;548.1
BE232;1993;549.6
BE232;1994;550.4
BE232;1995;551.9
BE232;1996;553.4
BE232;1997;555.2
BE232;1998;555.8
BE232;1999;556.1
BE232;2000;556.8
BE232;2001;557.5
BE232;2002;558.2
BE232;2003;558.7
BE232;2004;559.9
BE232;2005;562.2
BE232;2006;565.0
BE232;2007;567.1
BE232;2008;569.9
BE232;2009;573.2
BE232;2010;572.2
BE232;2011;582.1
BE232;2012;584.9
BE232;2013;587.3
BE232;2014;589.9
BE232;2015;592.2
BE232;2016;594.9
BE232;2017;590.3
BE232;2018;592.5
BE232;2019;595.6
BE232;2020;595.6
BE232;2021;598.2
BE232;2022;601.0
BE233;1990;237.4
BE233;1991;237.5
BE233;1992;238.0
BE233;1993;238.6
BE233;1994;239.2
BE233;1995;239.3
BE233;1996;239.3
BE233;1997;239.5
BE233;1998;239.4
BE233;1999;239.3
BE233;2000;239.3
BE233;2001;239.1
BE233;2002;239.1
BE233;2003;239.2
BE233;2004;239.7
BE233;2005;240.9
BE233;2006;242.2
BE233;2007;243.1
BE233;2008;244.4
BE233;2009;246.0
BE233;2010;248.7
BE233;2011;249.9
BE233;2012;250.6
BE233;2013;251.0
BE233;2014;251.7
BE233;2015;252.4
BE233;2016;253.3
BE233;2017;253.1
BE233;2018;254.7
BE233;2019;256.4
BE233;2020;256.4
BE233;2021;258.4
BE233;2022;261.0
BE234;1990;520.8
BE234;1991;522.5
BE234;1992;523.9
BE234;1993;524.7
BE234;1994;525.2
BE234;1995;526.0
BE234;1996;526.9
BE234;1997;527.8
BE234;1998;528.8
BE234;1999;529.4
BE234;2000;531.0
BE234;2001;532.8
BE234;2002;535.0
BE234;2003;537.1
BE234;2004;539.5
BE234;2005;543.0
BE234;2006;546.8
BE234;2007;550.9
BE234;2008;555.9
BE234;2009;561.6
BE234;2010;566.5
BE234;2011;573.1
BE234;2012;575.2
BE234;2013;578.0
BE234;2014;581.5
BE234;2015;586.3
BE234;2016;591.2
BE234;2017;591.3
BE234;2018;594.5
BE234;2019;598.2
BE234;2020;598.2
BE234;2021;600.8
BE234;2022;603.5
BE235;1990;268.3
BE235;1991;269.3
BE235;1992;270.1
BE235;1993;271.1
BE235;1994;271.8
BE235;1995;272.0
BE235;1996;272.1
BE235;1997;272.4
BE235;1998;272.9
BE235;1999;273.1
BE235;2000;273.6
BE235;2001;273.7
BE235;2002;274.0
BE235;2003;274.4
BE235;2004;275.3
BE235;2005;276.9
BE235;2006;279.0
BE235;2007;281.4
BE235;2008;283.8
BE235;2009;286.0
BE235;2010;288.6
BE235;2011;288.9
BE235;2012;290.3
BE235;2013;291.3
BE235;2014;292.3
BE235;2015;293.4
BE235;2016;294.2
BE235;2017;292.4
BE235;2018;293.5
BE235;2019;294.4
BE235;2020;294.4
BE235;2021;295.2
BE235;2022;296.8
BE236;1990;470.1
BE236;1991;472.6
BE236;1992;475.5
BE236;1993;477.9
BE236;1994;479.9
BE236;1995;481.6
BE236;1996;483.4
BE236;1997;485.3
BE236;1998;486.7
BE236;1999;487.6
BE236;2000;489.1
BE236;2001;490.6
BE236;2002;492.2
BE236;2003;494.0
BE236;2004;496.4
BE236;2005;499.6
BE236;2006;503.1
BE236;2007;506.9
BE236;2008;511.1
BE236;2009;515.5
BE236;2010;506.2
BE236;2011;525.5
BE236;2012;528.4
BE236;2013;531.0
BE236;2014;533.9
BE236;2015;537.5
BE236;2016;541.9
BE236;2017;542.5
BE236;2018;546.6
BE236;2019;551.8
BE236;2020;551.8
BE236;2021;556.1
BE236;2022;560.5
BE24;1990;460.5
BE24;1991;463.8
BE24;1992;466.6
BE24;1993;469.6
BE24;1994;472.5
BE24;1995;474.9
BE24;1996;477.1
BE24;1997;479.2
BE24;1998;480.8
BE24;1999;481.7
BE24;2000;484.1
BE24;2001;486.0
BE24;2002;488.3
BE24;2003;490.4
BE24;2004;492.8
BE24;2005;495.7
BE24;2006;499.2
BE24;2007;503.0
BE24;2008;506.9
BE24;2009;510.9
BE24;2010;516.6
BE24;2011;520.0
BE24;2012;523.1
BE24;2013;526.0
BE24;2014;528.8
BE24;2015;532.2
BE24;2016;536.0
BE24;2017;536.7
BE24;2018;540.5
BE24;2019;544.7
BE24;2020;544.7
BE24;2021;548.6
BE24;2022;552.8
BE241;1990;570.1
BE241;1991;574.0
BE241;1992;577.1
BE241;1993;580.0
BE241;1994;582.9
BE241;1995;584.9
BE241;1996;586.7
BE241;1997;588.6
BE241;1998;590.7
BE241;1999;591.8
BE241;2000;594.9
BE241;2001;597.6
BE241;2002;600.6
BE241;2003;603.5
BE241;2004;607.2
BE241;2005;611.0
BE241;2006;615.1
BE241;2007;619.6
BE241;2008;624.0
BE241;2009;628.8
BE241;2010;635.7
BE241;2011;640.7
BE241;2012;645.5
BE241;2013;649.9
BE241;2014;654.4
BE241;2015;659.6
BE241;2016;664.9
BE241;2017;665.6
BE241;2018;670.9
BE241;2019;677.2
BE241;2020;677.2
BE241;2021;683.5
BE241;2022;689.7
BE242;1990;371.8
BE242;1991;374.5
BE242;1992;377.2
BE242;1993;380.1
BE242;1994;383.1
BE242;1995;385.7
BE242;1996;388.3
BE242;1997;390.5
BE242;1998;391.8
BE242;1999;392.5
BE242;2000;394.3
BE242;2001;395.6
BE242;2002;397.2
BE242;2003;398.8
BE242;2004;400.1
BE242;2005;402.2
BE242;2006;405.3
BE242;2007;408.6
BE242;2008;412.0
BE242;2009;415.3
BE242;2010;420.0
BE242;2011;422.1
BE242;2012;423.9
BE242;2013;425.6
BE242;2014;427.0
BE242;2015;428.8
BE242;2016;431.5
BE242;2017;432.1
BE242;2018;434.6
BE242;2019;437.2
BE242;2020;437.2
BE242;2021;439.2
BE242;2022;441.7
BE25;1990;352.7
BE25;1991;354.1
BE25;1992;355.7
BE25;1993;356.9
BE25;1994;357.6
BE25;1995;358.2
BE25;1996;358.7
